Time step	Amplitude - target	Amplitude - trained data
776	1.15738642261836	1.15738642261798
777	1.17671605303289	1.17671605303307
778	1.18303418481977	1.18303418481973
779	1.17830985372586	1.17830985372692
780	1.16461964844399	1.16461964844215
781	1.14425221896928	1.14425221896981
782	1.11993681787467	1.11993681787593
783	1.0951961446242	1.09519614462446
784	1.07471847256556	1.07471847256606
785	1.06428483681714	1.06428483681683
786	1.06970601018701	1.0697060101916
787	1.09502235236834	1.09502235237009
788	1.14060450501168	1.14060450501101
789	1.19981023978671	1.19981023978589
790	1.25340372172353	1.25340372172472
791	1.27501141428178	1.27501141427823
792	1.25529050961739	1.25529050962045
793	1.20574529167064	1.20574529166906
794	1.14136784407711	1.1413678440786
795	1.07250297782068	1.07250297781915
796	1.00520916202037	1.00520916202053
797	0.943036296778325	0.943036296776919
798	0.888277570748942	0.888277570747997
799	0.842661490726807	0.842661490725315
800	0.807633303770911	0.807633303768436
801	0.784242366715218	0.784242366713708
802	0.772544058482433	0.772544058482291
803	0.770559528030078	0.7705595280302
804	0.773387739920912	0.773387739919637
805	0.773514687970331	0.773514687968638
806	0.762958665513972	0.762958665513262
807	0.737054803774706	0.7370548037732
808	0.697718227950654	0.69771822795091
809	0.652120164419529	0.652120164416639
810	0.607889451273199	0.607889451273915
811	0.570976710535763	0.570976710534789
812	0.546937385060877	0.546937385059474
813	0.542392237290476	0.542392237288406
814	0.564388584322118	0.564388584322197
815	0.616425739808858	0.616425739804678
816	0.693846579231049	0.693846579228003
817	0.785114766784696	0.785114766785947
818	0.878483373013517	0.878483373011969
819	0.966576450808185	0.966576450808626
820	1.04654914997886	1.04654914997904
821	1.11832978067041	1.11832978066813
822	1.18286638163064	1.18286638163048
823	1.24104051394424	1.2410405139431
824	1.29340088194035	1.29340088193957
825	1.34009379490516	1.34009379490207
826	1.38005865209079	1.38005865209224
827	1.41071817527564	1.41071817527954
828	1.42989048029624	1.42989048029862
829	1.43757602988389	1.43757602988266
830	1.43590848420284	1.43590848420358
831	1.42864378929172	1.42864378929361
832	1.42100498920795	1.42100498920881
833	1.41942562128128	1.41942562128251
834	1.4300785122239	1.43007851222323
835	1.45510066108628	1.45510066108867
836	1.48622172263482	1.48622172263826
837	1.50123037686261	1.50123037686289
838	1.47897771057403	1.47897771057346
839	1.41916790984068	1.41916790984446
840	1.33519804959223	1.33519804959341
841	1.2400682185211	1.24006821851848
842	1.14228014792878	1.14228014792438
843	1.04665978545323	1.04665978544885
844	0.955753226849376	0.955753226846165
845	0.870851345566567	0.870851345562907
846	0.792578291490548	0.792578291491092
847	0.721149137108006	0.721149137108151
848	0.656502708574403	0.656502708572172
849	0.598397515625773	0.598397515623711
850	0.546446624816536	0.546446624814772
851	0.500070743322026	0.500070743319649
852	0.458413450778078	0.458413450775462
853	0.420391746287154	0.42039174628466
854	0.38506537129734	0.385065371298007
855	0.352127097911984	0.352127097908616
856	0.322008503500849	0.322008503499811
857	0.295621877668821	0.295621877668092
858	0.274422770351682	0.27442277034792
859	0.261178954966536	0.261178954965241
860	0.261447861951216	0.26144786195122
861	0.285162080549362	0.285162080547403
862	0.344681392822662	0.344681392817885
863	0.443326432969027	0.443326432963241
864	0.564733680278406	0.564733680278702
865	0.684816742355217	0.684816742352988
866	0.788438632437173	0.788438632433478
867	0.870725062832632	0.870725062833268
868	0.932159103387184	0.932159103386122
869	0.975150656616367	0.97515065661518
870	1.00250063783654	1.00250063783555
871	1.01679526101964	1.01679526101752
872	1.02019102752687	1.02019102752392
873	1.01442964396632	1.0144296439676
874	1.0010152290602	1.00101522906292
875	0.981414625926775	0.981414625927565
876	0.957178161828699	0.957178161832
877	0.930065830517585	0.930065830516506
878	0.90235386565691	0.90235386565386
879	0.877480322656132	0.877480322654416
880	0.861022493675013	0.861022493674151
881	0.861088043140047	0.861088043141346
882	0.885770235407785	0.885770235411011
883	0.937796745243903	0.937796745240841
884	1.01050036112744	1.01050036112773
885	1.08606634485721	1.08606634486004
886	1.1432329157079	1.14323291570671
887	1.17283500631719	1.17283500631724
888	1.17918156455906	1.17918156455839
889	1.1711090574475	1.17110905744475
890	1.15664088690729	1.15664088690759
891	1.14192188058643	1.14192188058454
892	1.13155886429234	1.13155886429312
893	1.12900024822631	1.12900024822629
894	1.13659725078831	1.13659725078677
895	1.1553688077982	1.15536880779909
896	1.18466533389532	1.18466533389919
897	1.22205842300146	1.22205842300199
898	1.26377127947496	1.26377127947812
899	1.30557133520265	1.30557133520169
